Date,beta0,beta1,beta2,lambda
2016-03-17,2.3089576970494714,-1.5959453239478063,3.7383957904479352,0.05669283879159007
2016-03-18,1.560505569850366,-0.8609368930101531,5.344469236877688,0.04613969227636143
2016-03-21,2.137455734545035,-1.4335670994110576,4.24767393835659,0.053803404994319196
2016-03-22,2.61307324263351,-1.9019251526055931,3.0465885431948125,0.06524516564718802
2016-03-23,2.1608092016958165,-1.4507436532832605,3.9374123560866474,0.05457064956761223
2016-03-24,2.357148422864406,-1.657852104119625,3.4889738094499014,0.060894569747430405
2016-03-28,2.658312626552622,-1.9613071305485619,2.7931784268135726,0.06497510080316163
2016-03-29,3.453989771742455,-2.7860576226364397,0.29831538450224226,0.09210561350370923
2016-03-30,2.7921096455522227,-1.9284439407089138,-3.6139485476538815,0.63148760553111
2016-03-31,3.694091251987272,-3.0531355441831742,0.09428523025585986,0.08474793775726823
2016-04-01,2.7546990216495666,-1.8600553834104874,-3.623764122329357,0.6261666875202814
2016-04-04,3.655648358482995,-3.0073982224028466,0.23529109240587442,0.08172429388918587
2016-04-05,2.66635681505358,-1.7659096351286017,-3.7290005035561973,0.6462247416711898
2016-04-06,3.651353381795875,-3.012935293418087,-0.16642604192500682,0.09199745108713094
2016-04-07,2.6335107247491725,-1.7218439982571851,-3.82887577708718,0.6604076960966101
2016-04-08,2.6667805353439094,-1.7585660708876467,-3.8600785649975893,0.6595787598736966
2016-04-11,2.6783999665906455,-1.7727738627126841,-3.8669981250080045,0.6598059524492095
2016-04-12,3.6369679622465867,-3.0008661599475603,0.09542572318363736,0.0876824617046847
2016-04-13,3.5932978862679805,-2.9492399351203207,0.0037490051797150585,0.09002843444437755
2016-04-14,3.514458602057898,-2.8702391053834964,0.36944897343460903,0.0867347641179304
2016-04-15,3.5587279069873365,-2.9238437251088976,-0.026046067787899512,0.09153935984012176
2016-04-18,3.502440507633063,-2.878837791501708,0.11301976882710756,0.09411561449379519
2016-04-19,0.0,0.6362963640708452,7.9531536072887565,0.03745143911853537
2016-04-20,3.4357422477722217,-2.8017016947865074,0.5071207595402596,0.09478641402750268
2016-04-21,1.391765576315694,-0.7478355841325685,5.67904557088916,0.048097391518497366
2016-04-22,2.1255776015038452,-1.4781782374747063,4.226736416973585,0.05597080067871197
2016-04-25,2.150827232129521,-1.4999963940373293,4.218795399158645,0.05677801968076384
2016-04-26,2.502519300284434,-1.8351371305774866,3.5659070257365424,0.06126115758455366
2016-04-27,3.542406156105614,-2.8872790998143283,0.5081853584592091,0.09160913140007686
2016-04-28,0.0,0.6422761635957733,8.258529628144997,0.037273741415389104
2016-04-29,0.5246102489431018,0.11578950665656262,7.325125369532325,0.03937659453364138
2016-05-02,0.5267319611042678,0.10300612974659959,7.343405578678707,0.04247639411434565
